unique_id,dreams
4898L,"I had a dream that we were back in school, and I was teaching a class. Since I'm an assistant principal, I was actually covering for a class that a teacher was out sick. During the class, I confused some of the lessons and accidentally taught the 7th grade material to the 8th graders and it was embarrassing.     I also had a dream that I had taken about 5 students on a field trip. We were kayaking to some caves on the coast of California. We were able to park the kayaks and get out and explore some of the caves, and they were really neat. We all had a good time."
13045L,Terrible trying to find my girlfriend
5570L,It was an 'anxious' dream and I woke with a start. But I don't remember details.
13947L,"I was living in a cave. It and the surroundings were very specific and vivid. I could draw it, I think. I was furnishing the cave (!) and looking for food..."
14403L,It was a 'bad' dream but I don't remember much about it.
14859L,"We were in a house we'd just bought back in London. It was raining and the roof was leaking. Would the guys working on the house next door fix it, we asked. They already had scaffolding and ladders. YAWN -- just writing about it could put me back to sleep..."
16081L,"""Bad dream"" -- confused and I can't remember much now but know it involved sickness and severed limbs."
16464L,Concerned people I know in the city I live in when not stuck elsewhere because of Covid. We were trying to get ready to go to the theatre but were being obstructed by all kinds of difficulties. Tense-ish!
19468L,"In a strange house staying with odd people. It was Bed & Breakfast place but it was dirty, ill-equipped and just strange. People I knew appeared intermittently and we walked through a bleak landscape to the beach. It was cold, raining and stormy ... No point to anything really."
19750L,"In another strange yet familiar house with people I knew/know, some of them long gone, trying to do something important but constantly distracted..."
4864L,"At someone's house, in the kitchen. 3 other people there serving ice cream but they were holding up giant icicle-like pieces that they'd carve a piece off of    With Prince Harry and his wife, they were lying in bed together"
18244L,"My children and I went to Hawaii. I dreamt about the flight, the hotel, being on the beach."
20325L,Nonsensical dreams - like trying to capitalize every other word in every sentence of a book.
13867L,"I don't remember anything specific, but there was anxiety."
